bandwidthdata1,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata2,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata3,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata4,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata5,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata6,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata7,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata8,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata9,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata10,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata11,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata12,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata13,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata14,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata15,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata16,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata17,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata18,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata19,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata25,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata31,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata35,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata38,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata43,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata50,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata51,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata57,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata58,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata60,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata63,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata68,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata71,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata75,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata77,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata82,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata83,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata85,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata99,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata141,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata142,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata143,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata144,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata145,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata146,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata147,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata148,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata149,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata150,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata151,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata152,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata153,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata154,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata155,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata156,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata157,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata158,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata159,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata160,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata164,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata168,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata171,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata177,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata180,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata187,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata189,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata192,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata196,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata199,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata200,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata204,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata209,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata213,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata215,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata221,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata223,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata229,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata234,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata240,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata241,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata242,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata243,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata244,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata245,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata246,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata247,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata248,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata250,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata251,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata252,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata253,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata254,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata255,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata256,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata258,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata260,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata271,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata272,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata280,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata297,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata302,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata308,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata311,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata312,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata315,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata318,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata321,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
up,1000.0,375.0,295.0,193.0,340.0,51.0,870.0,383.0,892.0,58.0,512.0,962.0,105.0,524.0
down,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,651.0,0.0,368.0,331.0,771.0,617.0,664.0,0.4347127410664234
,dynamic,affinaty,centralize,fullrepair,pivotrepair
runtime/ms,6478.84,0.0,12610.6,8653.92,46362.1
bottleneck,204.0,32.0,204.0,289.5,51.0

bandwidthdata326,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
up,1000.0,375.0,295.0,193.0,340.0,51.0,870.0,383.0,892.0,58.0,512.0,962.0,105.0,524.0
down,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,651.0,0.0,368.0,331.0,771.0,617.0,664.0,0.4347127410664234
,dynamic,affinaty,centralize,fullrepair,pivotrepair
runtime/ms,6607.93,0.0,12742.6,8266.47,46362.2
bottleneck,204.0,32.0,204.0,289.5,51.0

bandwidthdata327,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata329,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata332,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata334,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata336,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata337,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata339,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
up,1000.0,375.0,295.0,193.0,340.0,51.0,870.0,383.0,892.0,58.0,512.0,962.0,105.0,524.0
down,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,651.0,0.0,368.0,331.0,771.0,617.0,664.0,0.4347127410664234
,dynamic,affinaty,centralize,fullrepair,pivotrepair
runtime/ms,6584.33,0.0,12687.2,8443.05,46359.1
bottleneck,204.0,32.0,204.0,289.5,51.0

bandwidthdata341,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata342,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata361,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata362,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata363,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata377,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata378,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata379,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
